text_features,speeding,signal_violation,careless_driving,distracted,wrong_lane,drink_drive,LATITUDE,LONGITUDE
unsafe speed unspecified unspecified,0,0,0,0,0,0,40.83232,-73.87395
unspecified unspecified,0,0,0,0,0,0,40.708534,-73.914925
unspecified,0,0,0,0,0,0,40.777496,-73.90784
driver inattention/distraction,0,0,0,1,0,0,40.83406,-73.944885
following too closely unspecified,0,0,1,0,0,0,40.66615,-73.80575
passing too closely unspecified,0,0,1,0,0,0,40.82324,-73.938835
failure to yield right-of-way unspecified,0,1,0,0,0,0,40.6974,-73.80952
traffic control disregarded unspecified,0,1,0,0,0,0,40.67897,-73.75985
animals action unspecified unspecified,0,0,0,0,0,0,40.590313,-74.09794
passing too closely unspecified,0,0,1,0,0,0,40.654343,-73.864204
driver inattention/distraction unspecified,0,0,0,1,0,0,40.62782,-74.12126
driver inattention/distraction unspecified,0,0,0,1,0,0,40.592037,-74.15436
pedestrian/bicyclist/other pedestrian error/confusion failure to yield right-of-way,0,1,0,0,0,0,40.79293,-73.950005
reaction to uninvolved vehicle,0,0,0,0,0,0,40.8452,-73.916885
driver inattention/distraction following too closely,0,0,1,1,0,0,40.72609,-73.830154
driver inattention/distraction driver inattention/distraction,0,0,0,1,0,0,40.76092,-73.96704
passing or lane usage improper unspecified,0,0,0,0,0,0,40.69754,-73.98312
unspecified unspecified,0,0,0,0,0,0,40.843464,-73.836
following too closely unspecified,0,0,1,0,0,0,40.692547,-73.990974
driver inexperience unspecified,0,0,0,0,0,0,40.626457,-73.918
failure to yield right-of-way unsafe speed,0,1,0,0,0,0,40.526894,-74.16728
driver inattention/distraction unspecified unspecified,0,0,0,1,0,0,40.840775,-73.87246
brakes defective unspecified,0,0,0,0,0,0,40.694035,-73.72679
following too closely unspecified,0,0,1,0,0,0,40.857365,-73.84657
passing too closely unspecified,0,0,1,0,0,0,40.698807,-73.91837
turning improperly unspecified,0,0,0,0,0,0,40.71402,-73.74827
unspecified unspecified,0,0,0,0,0,0,40.815,-73.89402
driver inexperience unspecified unspecified,0,0,0,0,0,0,40.55079,-74.20098
unspecified unspecified,0,0,0,0,0,0,40.655903,-73.89817
unsafe speed unspecified,0,0,0,0,0,0,40.890076,-73.819855
following too closely unspecified,0,0,1,0,0,0,40.650402,-73.89422
backing unsafely unspecified,0,0,0,0,0,0,40.79335,-73.97275
driver inattention/distraction unspecified,0,0,0,1,0,0,40.72538,-74.00011
driver inattention/distraction driver inattention/distraction,0,0,0,1,0,0,40.75184,-73.90358
unsafe speed unspecified,0,0,0,0,0,0,40.755516,-73.961105
unspecified unspecified unspecified,0,0,0,0,0,0,40.649788,-73.9622
driver inattention/distraction unspecified,0,0,0,1,0,0,40.686928,-73.920815
passing or lane usage improper unspecified,0,0,0,0,0,0,40.712963,-73.93647
passing too closely unspecified unspecified,0,0,1,0,0,0,40.694294,-73.74868
driver inattention/distraction unspecified,0,0,0,1,0,0,40.801285,-73.95394
passing too closely unspecified,0,0,1,0,0,0,40.633976,-74.02211
unspecified,0,0,0,0,0,0,40.670296,-73.997604
view obstructed/limited driver inexperience,0,0,0,0,0,0,40.66423,-73.919106
steering failure unspecified,0,0,0,0,0,0,40.817696,-73.922615
failure to yield right-of-way,0,1,0,0,0,0,40.668495,-73.925606
unspecified,0,0,0,0,0,0,40.662476,-73.768326
traffic control disregarded unspecified,0,1,0,0,0,0,40.841087,-73.86447
unspecified,0,0,0,0,0,0,40.70955,-73.95887
passing or lane usage improper unspecified,0,0,0,0,0,0,40.733376,-73.86665
drugs (illegal) unspecified,0,0,0,0,0,0,40.700356,-73.95732
other vehicular unsafe speed,0,0,0,0,0,0,40.83801,-73.87329
reaction to uninvolved vehicle unspecified,0,0,0,0,0,0,40.66584,-73.75551
driver inattention/distraction,0,0,0,1,0,0,40.761436,-73.76995
turning improperly unspecified,0,0,0,0,0,0,40.74958,-73.86541
traffic control disregarded unspecified,0,1,0,0,0,0,40.73197,-73.78651
unspecified unspecified,0,0,0,0,0,0,40.76249,-73.839584
unspecified,0,0,0,0,0,0,40.668507,-73.779625
unspecified unspecified,0,0,0,0,0,0,40.638268,-73.93187
unspecified unspecified,0,0,0,0,0,0,40.696735,-73.93481
aggressive driving/road rage unspecified,0,0,0,0,0,0,40.870823,-73.8721
driver inattention/distraction unspecified,0,0,0,1,0,0,40.574867,-74.00069
unsafe speed,0,0,0,0,0,0,40.866577,-73.8722
following too closely unspecified,0,0,1,0,0,0,40.775414,-73.91984
driver inattention/distraction,0,0,0,1,0,0,40.84744,-73.89968
failure to yield right-of-way unspecified unspecified,0,1,0,0,0,0,40.542908,-74.15579
passing too closely unspecified unspecified,0,0,1,0,0,0,40.78468,-73.80911
driver inattention/distraction,0,0,0,1,0,0,40.632416,-73.94724
driver inattention/distraction driver inattention/distraction,0,0,0,1,0,0,40.714207,-73.92817
failure to yield right-of-way,0,1,0,0,0,0,40.727913,-73.873245
turning improperly,0,0,0,0,0,0,40.854485,-73.854645
driver inattention/distraction unspecified,0,0,0,1,0,0,40.698986,-73.91671
driver inattention/distraction unspecified,0,0,0,1,0,0,40.841717,-73.94435
unspecified,0,0,0,0,0,0,40.861687,-73.82435
reaction to uninvolved vehicle driver inattention/distraction,0,0,0,1,0,0,40.691822,-73.92223
unspecified unspecified unspecified,0,0,0,0,0,0,40.856014,-73.91213
reaction to uninvolved vehicle unspecified unspecified,0,0,0,0,0,0,40.83383,-73.921234
backing unsafely unspecified,0,0,0,0,0,0,40.68781,-73.9237
unspecified unspecified,0,0,0,0,0,0,40.642044,-73.98124
unsafe speed failure to yield right-of-way,0,1,0,0,0,0,40.69814,-73.89111
driver inattention/distraction unspecified,0,0,0,1,0,0,40.64664,-73.9246
unspecified unspecified,0,0,0,0,0,0,40.703217,-73.73427
driver inattention/distraction unspecified,0,0,0,1,0,0,40.680897,-73.95118
failure to yield right-of-way,0,1,0,0,0,0,40.760822,-73.99832
unspecified unspecified,0,0,0,0,0,0,40.74608,-73.974945
driver inexperience unspecified,0,0,0,0,0,0,40.626293,-74.01572
driver inattention/distraction,0,0,0,1,0,0,40.767967,-73.96822
driver inattention/distraction unspecified,0,0,0,1,0,0,40.673634,-73.89294
following too closely unspecified,0,0,1,0,0,0,40.579212,-73.976265
failure to yield right-of-way unspecified,0,1,0,0,0,0,40.57365,-74.11252
following too closely following too closely unspecified,0,0,1,0,0,0,40.73632,-73.85631
unspecified unspecified unspecified,0,0,0,0,0,0,40.619396,-73.969574
unspecified,0,0,0,0,0,0,40.820263,-73.92976
failure to yield right-of-way unspecified,0,1,0,0,0,0,40.601864,-74.00232
driver inattention/distraction unspecified,0,0,0,1,0,0,40.810318,-73.943634
driver inattention/distraction unspecified unspecified,0,0,0,1,0,0,40.666306,-73.79171
failure to yield right-of-way unspecified unspecified,0,1,0,0,0,0,40.708805,-73.92577
failure to yield right-of-way unspecified,0,1,0,0,0,0,40.826424,-73.85868
unspecified unspecified unspecified,0,0,0,0,0,0,40.63174,-73.96793
backing unsafely unspecified,0,0,0,0,0,0,0.0,0.0
passing too closely unspecified unspecified,0,0,1,0,0,0,40.727146,-73.954735
driver inattention/distraction unspecified unspecified,0,0,0,1,0,0,40.67253,-73.798386
driver inattention/distraction unspecified,0,0,0,1,0,0,40.702335,-73.89073
driver inattention/distraction unspecified,0,0,0,1,0,0,40.587894,-73.95504
driver inattention/distraction unspecified,0,0,0,1,0,0,40.65047,-73.917366
failure to yield right-of-way,0,1,0,0,0,0,40.836555,-73.94306
unspecified,0,0,0,0,0,0,40.870056,-73.83222
passing or lane usage improper unspecified,0,0,0,0,0,0,40.579372,-74.16948
reaction to uninvolved vehicle unspecified unspecified,0,0,0,0,0,0,40.805138,-73.945244
passing too closely unspecified,0,0,1,0,0,0,40.85968,-73.90427
driver inattention/distraction unspecified unspecified,0,0,0,1,0,0,40.605595,-73.98404
steering failure unspecified,0,0,0,0,0,0,40.819214,-73.84662
unspecified,0,0,0,0,0,0,40.827972,-73.88707
fell asleep unspecified,0,0,0,0,0,0,40.66496,-73.82226
driver inattention/distraction unspecified,0,0,0,1,0,0,40.719177,-73.79223
driver inattention/distraction,0,0,0,1,0,0,40.748825,-73.96984
driver inattention/distraction unspecified,0,0,0,1,0,0,40.733597,-73.91062
view obstructed/limited unspecified,0,0,0,0,0,0,40.54048,-74.153404
driver inattention/distraction unspecified,0,0,0,1,0,0,40.738403,-73.93864
driver inattention/distraction unspecified,0,0,0,1,0,0,40.68039,-73.94956
backing unsafely unspecified,0,0,0,0,0,0,40.817627,-73.92366
failure to yield right-of-way turning improperly,0,1,0,0,0,0,40.751446,-74.001434
unspecified,0,0,0,0,0,0,40.86418,-73.90119
driver inexperience unspecified,0,0,0,0,0,0,40.76161,-73.97076
unspecified,0,0,0,0,0,0,40.689648,-73.9184
driver inattention/distraction driver inattention/distraction,0,0,0,1,0,0,40.741634,-73.88266
unspecified unspecified,0,0,0,0,0,0,40.596977,-73.97324
unspecified unspecified,0,0,0,0,0,0,40.63864,-74.02245
unspecified,0,0,0,0,0,0,40.565254,-74.1301
unspecified,0,0,0,0,0,0,40.655895,-73.898224
pedestrian/bicyclist/other pedestrian error/confusion unspecified,0,0,0,0,0,0,40.68821,-73.96583
unspecified,0,0,0,0,0,0,40.71649,-73.98484
passing too closely unspecified,0,0,1,0,0,0,40.876785,-73.87446
alcohol involvement unspecified,0,0,0,0,0,1,40.86367,-73.86741
driver inexperience unspecified,0,0,0,0,0,0,40.835827,-73.89068
unspecified,0,0,0,0,0,0,40.793396,-73.94043
failure to yield right-of-way driver inexperience,0,1,0,0,0,0,40.84827,-73.88312
driver inexperience unspecified,0,0,0,0,0,0,40.656273,-73.90731
driver inattention/distraction unspecified,0,0,0,1,0,0,40.693462,-73.965485
unspecified unspecified unspecified,0,0,0,0,0,0,40.66725,-73.88799
pedestrian/bicyclist/other pedestrian error/confusion unspecified,0,0,0,0,0,0,40.844105,-73.923065
backing unsafely unspecified,0,0,0,0,0,0,40.651707,-73.93121
failure to yield right-of-way,0,1,0,0,0,0,40.680496,-73.821365
view obstructed/limited unspecified,0,0,0,0,0,0,40.834415,-73.92854
driver inattention/distraction unspecified,0,0,0,1,0,0,40.7357,-73.90377
passing or lane usage improper passing or lane usage improper passing or lane usage improper,0,0,0,0,0,0,40.771038,-73.83413
driver inattention/distraction driver inattention/distraction,0,0,0,1,0,0,40.69484,-73.98391
passing or lane usage improper unspecified,0,0,0,0,0,0,40.785774,-73.97052
driver inattention/distraction unspecified,0,0,0,1,0,0,40.733017,-73.8852
traffic control disregarded driver inattention/distraction,0,1,0,1,0,0,40.709023,-73.757835
failure to yield right-of-way unspecified,0,1,0,0,0,0,40.692886,-73.832184
driver inattention/distraction,0,0,0,1,0,0,40.620487,-74.029305
driver inattention/distraction unspecified,0,0,0,1,0,0,40.618595,-73.99847
unspecified,0,0,0,0,0,0,40.803787,-73.953896
passing or lane usage improper unspecified,0,0,0,0,0,0,40.82319,-73.889496
driver inattention/distraction driver inattention/distraction,0,0,0,1,0,0,40.680088,-73.94398
unspecified,0,0,0,0,0,0,40.827927,-73.90094
other vehicular other vehicular,0,0,0,0,0,0,40.65342,-73.88898
driver inattention/distraction unspecified,0,0,0,1,0,0,40.66895,-73.9339
turning improperly driver inattention/distraction,0,0,0,1,0,0,40.879055,-73.87439
unsafe speed,0,0,0,0,0,0,40.67043,-73.928185
unspecified unspecified,0,0,0,0,0,0,40.875874,-73.84989
following too closely unspecified,0,0,1,0,0,0,40.675037,-73.930534
failure to yield right-of-way,0,1,0,0,0,0,40.767582,-73.9109
backing unsafely unspecified,0,0,0,0,0,0,40.734352,-74.00849
driver inexperience unspecified,0,0,0,0,0,0,40.63083,-73.90736
driver inattention/distraction unspecified,0,0,0,1,0,0,40.63532,-73.95033
driver inattention/distraction driver inattention/distraction,0,0,0,1,0,0,40.714073,-73.95087
passing or lane usage improper following too closely,0,0,1,0,0,0,40.702194,-73.93587
driver inattention/distraction unspecified,0,0,0,1,0,0,40.764362,-73.96162
passing or lane usage improper unspecified,0,0,0,0,0,0,40.69496,-73.946236
unspecified,0,0,0,0,0,0,40.79656,-73.97226
unspecified,0,0,0,0,0,0,40.805016,-73.92109
unspecified unspecified,0,0,0,0,0,0,40.66406,-73.73846
turning improperly turning improperly,0,0,0,0,0,0,40.7963,-73.93829
traffic control disregarded unspecified,0,1,0,0,0,0,40.66563,-73.73921
driver inattention/distraction unspecified,0,0,0,1,0,0,40.680477,-73.7921
following too closely unspecified,0,0,1,0,0,0,40.737785,-73.93496
backing unsafely unspecified,0,0,0,0,0,0,40.778606,-73.98163
unsafe speed unspecified unspecified,0,0,0,0,0,0,40.75868,-73.87552
following too closely unspecified,0,0,1,0,0,0,40.856045,-73.90079
passing too closely unspecified,0,0,1,0,0,0,40.880257,-73.843864
passing or lane usage improper unspecified,0,0,0,0,0,0,40.60677,-73.759575
unspecified unspecified,0,0,0,0,0,0,40.695683,-73.741875
passing or lane usage improper unspecified,0,0,0,0,0,0,40.667236,-73.770004
unspecified,0,0,0,0,0,0,40.8351,-73.8825
unspecified,0,0,0,0,0,0,40.633682,-73.89868
failure to yield right-of-way,0,1,0,0,0,0,40.698116,-73.977325
reaction to uninvolved vehicle unspecified,0,0,0,0,0,0,40.84747,-73.89134
unspecified unspecified,0,0,0,0,0,0,40.8047,-73.91243
unsafe lane changing unspecified,0,0,1,0,0,0,40.762676,-73.954346
driver inattention/distraction unspecified,0,0,0,1,0,0,40.7158,-73.824486
unspecified,0,0,0,0,0,0,40.75584,-73.99238
unspecified,0,0,0,0,0,0,40.875942,-73.83304
following too closely unspecified,0,0,1,0,0,0,40.772102,-73.763954
driver inexperience unspecified,0,0,0,0,0,0,40.681602,-73.95855
driver inattention/distraction unspecified,0,0,0,1,0,0,40.62677,-73.946884
other vehicular other vehicular,0,0,0,0,0,0,40.707493,-73.94153
passing or lane usage improper unspecified,0,0,0,0,0,0,40.8252,-73.867714
driver inattention/distraction unspecified unspecified,0,0,0,1,0,0,40.854115,-73.89091
following too closely following too closely following too closely,0,0,1,0,0,0,40.768875,-73.94898
unspecified unspecified,0,0,0,0,0,0,40.629707,-73.90486
driver inattention/distraction,0,0,0,1,0,0,40.72654,-73.71589
unspecified,0,0,0,0,0,0,40.634415,-74.08535
failure to yield right-of-way unspecified,0,1,0,0,0,0,40.889362,-73.83446
passing or lane usage improper driver inattention/distraction,0,0,0,1,0,0,40.66937,-73.89523
driver inattention/distraction view obstructed/limited,0,0,0,1,0,0,40.89466,-73.86137
unspecified,0,0,0,0,0,0,40.669067,-73.9878
failure to yield right-of-way unspecified,0,1,0,0,0,0,40.681484,-73.85049
passing too closely unspecified,0,0,1,0,0,0,40.82433,-73.874374
driver inattention/distraction unspecified unspecified,0,0,0,1,0,0,40.856606,-73.92841
unspecified,0,0,0,0,0,0,40.65785,-73.91648
passing or lane usage improper unspecified,0,0,0,0,0,0,40.62764,-73.89022
following too closely unspecified,0,0,1,0,0,0,40.58401,-73.98587
turning improperly,0,0,0,0,0,0,40.71791,-73.95341
driver inattention/distraction unspecified,0,0,0,1,0,0,40.780437,-73.94989
unspecified unspecified,0,0,0,0,0,0,40.73973,-73.70625
passing too closely unspecified,0,0,1,0,0,0,40.7952,-73.94623
failure to yield right-of-way unsafe speed unspecified,0,1,0,0,0,0,40.694794,-73.98246
unspecified unspecified,0,0,0,0,0,0,40.614063,-74.01393
view obstructed/limited view obstructed/limited,0,0,0,0,0,0,40.715702,-73.95579
unspecified unspecified,0,0,0,0,0,0,40.633152,-73.97762
following too closely unspecified,0,0,1,0,0,0,40.612736,-74.01172
pavement slippery unspecified,0,0,0,0,0,0,40.70166,-73.961464
unspecified unspecified,0,0,0,0,0,0,40.80641,-73.94227
driver inattention/distraction,0,0,0,1,0,0,40.762234,-73.98987
unspecified,0,0,0,0,0,0,40.863647,-73.8918
driver inattention/distraction unspecified,0,0,0,1,0,0,40.576626,-73.98478
driver inattention/distraction unspecified,0,0,0,1,0,0,40.60118,-73.99098
unspecified unspecified,0,0,0,0,0,0,40.64721,-74.01531
unsafe speed unspecified,0,0,0,0,0,0,40.681145,-73.7923
backing unsafely unspecified,0,0,0,0,0,0,40.57529,-73.97655
failure to yield right-of-way unspecified,0,1,0,0,0,0,40.786,-73.84574
pedestrian/bicyclist/other pedestrian error/confusion,0,0,0,0,0,0,40.601128,-73.997086
unsafe lane changing unspecified,0,0,1,0,0,0,40.827923,-73.93483
unspecified unspecified,0,0,0,0,0,0,40.805824,-73.954636
passing or lane usage improper unspecified,0,0,0,0,0,0,40.642776,-74.02003
pavement defective,0,0,0,0,0,0,40.86674,-73.92873
backing unsafely unspecified,0,0,0,0,0,0,40.571625,-74.11192
other lighting defects unspecified,0,0,0,0,0,0,40.678375,-73.9265
unspecified,0,0,0,0,0,0,40.74209,-73.984985
unspecified unspecified,0,0,0,0,0,0,40.81228,-73.90941
reaction to uninvolved vehicle,0,0,0,0,0,0,40.604195,-73.97218
driver inattention/distraction unspecified,0,0,0,1,0,0,40.84383,-73.886375
failure to yield right-of-way unspecified,0,1,0,0,0,0,40.759163,-73.988396
unspecified,0,0,0,0,0,0,40.652927,-73.959335
following too closely turning improperly,0,0,1,0,0,0,40.69097,-73.94833
unspecified unspecified,0,0,0,0,0,0,40.718864,-73.97483
driver inattention/distraction unspecified,0,0,0,1,0,0,40.683174,-73.87389
passing or lane usage improper,0,0,0,0,0,0,40.749744,-73.884315
unspecified,0,0,0,0,0,0,40.738316,-73.98773
unspecified unspecified,0,0,0,0,0,0,40.839382,-73.84531
unspecified,0,0,0,0,0,0,40.66806,-73.90394
driver inattention/distraction unspecified,0,0,0,1,0,0,40.74715,-73.985504
driver inattention/distraction unspecified,0,0,0,1,0,0,40.663776,-73.889915
unsafe lane changing unspecified,0,0,1,0,0,0,40.843903,-73.927284
unspecified,0,0,0,0,0,0,40.836296,-73.87369
failure to yield right-of-way unspecified,0,1,0,0,0,0,40.655285,-73.93658
driver inattention/distraction oversized vehicle,0,0,0,1,0,0,40.70166,-73.961464
brakes defective unspecified,0,0,0,0,0,0,40.64606,-74.01648
driver inattention/distraction unspecified,0,0,0,1,0,0,40.72119,-73.761185
driver inattention/distraction unspecified,0,0,0,1,0,0,40.708363,-73.87203
traffic control disregarded unspecified unspecified,0,1,0,0,0,0,40.674004,-73.81881
unspecified unspecified,0,0,0,0,0,0,40.729176,-73.87898
obstruction/debris driver inexperience,0,0,0,0,0,0,40.745766,-73.86421
oversized vehicle unspecified,0,0,0,0,0,0,40.86832,-73.83317
animals action,0,0,0,0,0,0,40.598515,-73.766464
passing too closely passing too closely,0,0,1,0,0,0,40.695004,-73.9525
unspecified unspecified,0,0,0,0,0,0,40.72773,-73.90674
driver inattention/distraction unspecified unspecified,0,0,0,1,0,0,40.704563,-73.91066
failure to yield right-of-way driver inattention/distraction,0,1,0,1,0,0,40.66807,-73.80789
traffic control disregarded unspecified,0,1,0,0,0,0,40.66944,-73.883995
passing too closely unspecified,0,0,1,0,0,0,40.684082,-73.90864
unspecified unspecified,0,0,0,0,0,0,40.69349,-73.97917
passing too closely unspecified,0,0,1,0,0,0,40.765266,-73.81517
driver inattention/distraction unspecified,0,0,0,1,0,0,40.74613,-73.83605
driver inattention/distraction unspecified,0,0,0,1,0,0,40.74708,-73.98135
driver inattention/distraction,0,0,0,1,0,0,40.87482,-73.877
failure to yield right-of-way unspecified,0,1,0,0,0,0,40.70399,-73.85589
unspecified unspecified,0,0,0,0,0,0,40.649788,-73.9622
passing or lane usage improper unspecified,0,0,0,0,0,0,40.69507,-73.80114
passing too closely unspecified,0,0,1,0,0,0,40.788673,-73.97136
unspecified unspecified,0,0,0,0,0,0,40.847897,-73.92499
driver inattention/distraction unspecified,0,0,0,1,0,0,40.68896,-73.93326
